GEO_ID,GEO_LABEL,GEO_DISPLAY_NAME,,Meal Gap (# of meals needed per year for food security),Food Insecure (% of residents),SNAP Benefits (% households),Bodega to Supermarket Ratio (#)
36047035602,"Census Tract 356.02, Kings County, New York",,,,13.9,21.86588921,
36047035700,"Census Tract 357, Kings County, New York",,,,25.2,38.59470468,
36047035900,"Census Tract 359, Kings County, New York",,,,25.9,39.40081707,
36047036001,"Census Tract 360.01, Kings County, New York",,,,28,47.05195563,
36047036002,"Census Tract 360.02, Kings County, New York",,,,30.6,58.24964132,
36047036100,"Census Tract 361, Kings County, New York",,,,20.2,44.03587444,
36047036200,"Census Tract 362, Kings County, New York",,,,18.9,28.93442623,
36047036300,"Census Tract 363, Kings County, New York",,,,18.4,38.80434783,
36047036400,"Census Tract 364, Kings County, New York",,,,18.7,30.98265896,
36047036501,"Census Tract 365.01, Kings County, New York",,,,14.3,20.41467305,
36047036502,"Census Tract 365.02, Kings County, New York",,,,19.2,34.24657534,
36047036600,"Census Tract 366, Kings County, New York",,,,19.5,31.53735632,
36047036700,"Census Tract 367, Kings County, New York",,,,12.5,24,
36047036900,"Census Tract 369, Kings County, New York",,,,19.6,35.79952267,
36047037000,"Census Tract 370, Kings County, New York",,,,11.4,14.13333333,
36047037100,"Census Tract 371, Kings County, New York",,,,14.2,20.79268293,
36047037300,"Census Tract 373, Kings County, New York",,,,18.4,29.89064399,
36047037401,"Census Tract 374.01, Kings County, New York",,,,14.8,24.22931314,
36047037402,"Census Tract 374.02, Kings County, New York",,,,17.1,32.26716839,
36047037500,"Census Tract 375, Kings County, New York",,,,15.9,15.23229246,
36047037700,"Census Tract 377, Kings County, New York",,,,17.4,30.0817757,
36047037900,"Census Tract 379, Kings County, New York",,,,14.7,24.57956016,
36047038100,"Census Tract 381, Kings County, New York",,,,16.1,32.81835206,
36047038200,"Census Tract 382, Kings County, New York",,,,30.4,65.2012957,
36047038300,"Census Tract 383, Kings County, New York",,,,13.6,16.01857226,
36047038500,"Census Tract 385, Kings County, New York",,,,12.2,22.09567198,
36047038600,"Census Tract 386, Kings County, New York",,,,11.8,23.73831776,
36047038700,"Census Tract 387, Kings County, New York",,,,18.6,26.66666667,
36047038800,"Census Tract 388, Kings County, New York",,,,11.8,11.31953428,
36047038900,"Census Tract 389, Kings County, New York",,,,14.2,13.96993811,
36047039000,"Census Tract 390, Kings County, New York",,,,11.9,9.128630705,
36047039100,"Census Tract 391, Kings County, New York",,,,21.1,22.33096085,
36047039200,"Census Tract 392, Kings County, New York",,,,14.1,22.1402214,
36047039300,"Census Tract 393, Kings County, New York",,,,18.3,32.33287858,
36047039400,"Census Tract 394, Kings County, New York",,,,13.9,22.07792208,
36047039500,"Census Tract 395, Kings County, New York",,,,22.7,30.16,
36047039600,"Census Tract 396, Kings County, New York",,,,11.4,9.739368999,
36047039700,"Census Tract 397, Kings County, New York",,,,17.7,36.49691358,
36047039800,"Census Tract 398, Kings County, New York",,,,17.8,27.79700115,
36047039900,"Census Tract 399, Kings County, New York",,,,19.2,39.26776741,
36047040000,"Census Tract 400, Kings County, New York",,,,12.9,25.08865248,
36047040100,"Census Tract 401, Kings County, New York",,,,19.2,29.67687075,
36047040200,"Census Tract 402, Kings County, New York",,,,15.9,27.44680851,
36047040300,"Census Tract 403, Kings County, New York",,,,18.4,37.56735951,
36047040400,"Census Tract 404, Kings County, New York",,,,13.7,19.17159763,
36047040500,"Census Tract 405, Kings County, New York",,,,12.6,19.03225806,
36047040600,"Census Tract 406, Kings County, New York",,,,14,24.08333333,
36047040700,"Census Tract 407, Kings County, New York",,,,15,,
36047040800,"Census Tract 408, Kings County, New York",,,,13,21.63965682,
36047040900,"Census Tract 409, Kings County, New York",,,,16.6,32.19178082,
36047041000,"Census Tract 410, Kings County, New York",,,,15.2,14.58046768,
36047041100,"Census Tract 411, Kings County, New York",,,,16.6,43.86873921,
36047041200,"Census Tract 412, Kings County, New York",,,,12.5,29.95121951,
36047041300,"Census Tract 413, Kings County, New York",,,,13.4,39.22001472,
36047041401,"Census Tract 414.01, Kings County, New York",,,,17.7,12.26611227,
36047041402,"Census Tract 414.02, Kings County, New York",,,,13.7,23.4167894,
36047041500,"Census Tract 415, Kings County, New York",,,,13.9,28.7073751,
36047041600,"Census Tract 416, Kings County, New York",,,,15.7,16.61891117,
36047041700,"Census Tract 417, Kings County, New York",,,,17,51.57048941,
36047041800,"Census Tract 418, Kings County, New York",,,,24.1,37.3006135,
36047041900,"Census Tract 419, Kings County, New York",,,,18.3,38.96307934,
36047042000,"Census Tract 420, Kings County, New York",,,,14.3,18.0952381,
36047042100,"Census Tract 421, Kings County, New York",,,,16.6,28.36468886,
36047042200,"Census Tract 422, Kings County, New York",,,,14.7,19.69839774,
36047042300,"Census Tract 423, Kings County, New York",,,,14.2,26.64714495,
36047042400,"Census Tract 424, Kings County, New York",,,,14,22.66450041,
36047042500,"Census Tract 425, Kings County, New York",,,,9.6,12.76978417,
36047042600,"Census Tract 426, Kings County, New York",,,,18.7,38.59881031,
36047042700,"Census Tract 427, Kings County, New York",,,,18.3,26.73766816,
36047042800,"Census Tract 428, Kings County, New York",,,,16.3,28.74251497,
36047042900,"Census Tract 429, Kings County, New York",,,,16.5,30.50084412,
36047043000,"Census Tract 430, Kings County, New York",,,,20.4,32.62815297,
36047043100,"Census Tract 431, Kings County, New York",,,,16,32.37198352,
36047043200,"Census Tract 432, Kings County, New York",,,,15.4,33.58108108,
36047043300,"Census Tract 433, Kings County, New York",,,,17.6,37.8962536,
36047043400,"Census Tract 434, Kings County, New York",,,,16,28.55993564,
36047043500,"Census Tract 435, Kings County, New York",,,,12.5,27.21733243,
36047043600,"Census Tract 436, Kings County, New York",,,,14.2,28.51637765,
36047043700,"Census Tract 437, Kings County, New York",,,,14.8,26.59340659,
36047043800,"Census Tract 438, Kings County, New York",,,,17.3,31.63371488,
36047043900,"Census Tract 439, Kings County, New York",,,,19.8,38.68217054,
36047044000,"Census Tract 440, Kings County, New York",,,,16,24.68996618,
36047044100,"Census Tract 441, Kings County, New York",,,,18,22.1047065,
36047044200,"Census Tract 442, Kings County, New York",,,,10.2,9.152542373,
36047044300,"Census Tract 443, Kings County, New York",,,,15.8,29.390681,
36047044400,"Census Tract 444, Kings County, New York",,,,15.1,19.26298157,
36047044500,"Census Tract 445, Kings County, New York",,,,13,21.41997593,
36047044600,"Census Tract 446, Kings County, New York",,,,14.5,21.60883281,
36047044700,"Census Tract 447, Kings County, New York",,,,21.2,28.26086957,
36047044800,"Census Tract 448, Kings County, New York",,,,14.7,14.0625,
36047044900,"Census Tract 449, Kings County, New York",,,,27.8,41.1965812,
36047045000,"Census Tract 450, Kings County, New York",,,,19.7,17.39130435,
36047045200,"Census Tract 452, Kings County, New York",,,,9.5,10.13110846,
36047045300,"Census Tract 453, Kings County, New York",,,,23.9,12.8057554,
36047045400,"Census Tract 454, Kings County, New York",,,,13.1,20.51282051,
36047045600,"Census Tract 456, Kings County, New York",,,,20.7,35.47963206,
36047045800,"Census Tract 458, Kings County, New York",,,,12.4,8.863198459,
36047046000,"Census Tract 460, Kings County, New York",,,,16.7,22.23161454,
36047046201,"Census Tract 462.01, Kings County, New York",,,,16.9,39.62085308,
36047046202,"Census Tract 462.02, Kings County, New York",,,,14.1,12.20735786,
36047046400,"Census Tract 464, Kings County, New York",,,,13.8,26.24,
36047046800,"Census Tract 468, Kings County, New York",,,,15,28.16326531,
36047047000,"Census Tract 470, Kings County, New York",,,,14.7,25.40620384,
36047047200,"Census Tract 472, Kings County, New York",,,,15.2,30.34257749,
36047047400,"Census Tract 474, Kings County, New York",,,,17.3,38.41642229,
36047047600,"Census Tract 476, Kings County, New York",,,,20,29.55254943,
36047047700,"Census Tract 477, Kings County, New York",,,,8,1.86697783,
36047047800,"Census Tract 478, Kings County, New York",,,,13.2,30.46728972,
36047048000,"Census Tract 480, Kings County, New York",,,,21.9,52.16981132,
36047048100,"Census Tract 481, Kings County, New York",,,,12.9,15.9221902,
36047048200,"Census Tract 482, Kings County, New York",,,,16.9,25,
36047048400,"Census Tract 484, Kings County, New York",,,,15.5,31.04495747,
36047048500,"Census Tract 485, Kings County, New York",,,,12,8.324661811,
36047048600,"Census Tract 486, Kings County, New York",,,,15.6,18.73614191,
36047048800,"Census Tract 488, Kings County, New York",,,,14.8,22.02771699,
36047048900,"Census Tract 489, Kings County, New York",,,,32.8,67.70226537,
36047049000,"Census Tract 490, Kings County, New York",,,,17.4,13.97441971,
36047049100,"Census Tract 491, Kings County, New York",,,,18,36.01321586,
36047049200,"Census Tract 492, Kings County, New York",,,,15.4,18.30726771,
36047049300,"Census Tract 493, Kings County, New York",,,,26.8,51.10701107,
36047049400,"Census Tract 494, Kings County, New York",,,,16.9,25.87719298,
36047049500,"Census Tract 495, Kings County, New York",,,,12.4,5.450041288,
36047049600,"Census Tract 496, Kings County, New York",,,,12.9,20.79422383,
36047049700,"Census Tract 497, Kings County, New York",,,,8,3.340149966,
36047049800,"Census Tract 498, Kings County, New York",,,,11.3,5.744125326,
36047049900,"Census Tract 499, Kings County, New York",,,,10.8,4.545454545,
36047050000,"Census Tract 500, Kings County, New York",,,,6.4,3.897007655,
36047050100,"Census Tract 501, Kings County, New York",,,,12,7.756232687,
36047050202,"Census Tract 502.02, Kings County, New York",,,,6.8,6.278855032,
36047050300,"Census Tract 503, Kings County, New York",,,,10,9.184481394,
36047050400,"Census Tract 504, Kings County, New York",,,,10.8,16.36001989,
36047050500,"Census Tract 505, Kings County, New York",,,,22,28.40610205,
36047050600,"Census Tract 506, Kings County, New York",,,,15.3,22.59021256,
36047050700,"Census Tract 507, Kings County, New York",,,,26.8,54.48275862,
36047050801,"Census Tract 508.01, Kings County, New York",,,,19.2,28.49891226,
36047050803,"Census Tract 508.03, Kings County, New York",,,,14.9,25.3164557,
36047050804,"Census Tract 508.04, Kings County, New York",,,,13.7,28.18979266,
36047050900,"Census Tract 509, Kings County, New York",,,,24.1,46.875,
36047051001,"Census Tract 510.01, Kings County, New York",,,,14.8,29.06574394,
36047051002,"Census Tract 510.02, Kings County, New York",,,,12.2,30.83287369,
36047051100,"Census Tract 511, Kings County, New York",,,,20,31.72236504,
36047051200,"Census Tract 512, Kings County, New York",,,,15.9,19.12013536,
36047051300,"Census Tract 513, Kings County, New York",,,,13.3,18.32437276,
36047051400,"Census Tract 514, Kings County, New York",,,,16.9,27.90948276,
36047051500,"Census Tract 515, Kings County, New York",,,,6.3,3.526220615,
36047051601,"Census Tract 516.01, Kings County, New York",,,,16.6,33.29907503,
36047051602,"Census Tract 516.02, Kings County, New York",,,,15.6,30.30523256,
36047051700,"Census Tract 517, Kings County, New York",,,,7.6,3.135888502,
36047051800,"Census Tract 518, Kings County, New York",,,,11.6,9.540889527,
36047051900,"Census Tract 519, Kings County, New York",,,,9.3,9.262048193,
36047052000,"Census Tract 520, Kings County, New York",,,,13.9,18.36734694,
36047052300,"Census Tract 523, Kings County, New York",,,,14.5,27.59526938,
36047052500,"Census Tract 525, Kings County, New York",,,,19.8,45.26916803,
36047052600,"Census Tract 526, Kings County, New York",,,,14.4,23.1820667,
36047052700,"Census Tract 527, Kings County, New York",,,,19.3,34.36844314,
36047052800,"Census Tract 528, Kings County, New York",,,,10,9.161490683,
36047052900,"Census Tract 529, Kings County, New York",,,,20.6,43.67816092,
36047053000,"Census Tract 530, Kings County, New York",,,,16.9,26.84444444,
36047053100,"Census Tract 531, Kings County, New York",,,,21.8,50.57937428,
36047053200,"Census Tract 532, Kings County, New York",,,,16.9,14.93440969,
36047053300,"Census Tract 533, Kings County, New York",,,,23.1,45.4050786,
36047053400,"Census Tract 534, Kings County, New York",,,,22,39.42232631,
36047053500,"Census Tract 535, Kings County, New York",,,,24.2,68.86409736,
36047053700,"Census Tract 537, Kings County, New York",,,,22.8,53.94932936,
36047053800,"Census Tract 538, Kings County, New York",,,,16.7,33.20350536,
36047053900,"Census Tract 539, Kings County, New York",,,,22.4,46.85230024,
36047054200,"Census Tract 542, Kings County, New York",,,,16.9,30.59895833,
36047054300,"Census Tract 543, Kings County, New York",,,,12.2,0,
36047054400,"Census Tract 544, Kings County, New York",,,,16.2,23.7711523,
36047054500,"Census Tract 545, Kings County, New York",,,,25.7,61.10183639,
36047054600,"Census Tract 546, Kings County, New York",,,,17.1,29.43437672,
36047054700,"Census Tract 547, Kings County, New York",,,,20.1,33.49663197,
36047054800,"Census Tract 548, Kings County, New York",,,,10.6,12.41830065,
36047054900,"Census Tract 549, Kings County, New York",,,,11.5,12.10623842,
36047055000,"Census Tract 550, Kings County, New York",,,,14.5,16.5582068,
36047055100,"Census Tract 551, Kings County, New York",,,,10.1,14.61808604,
36047055200,"Census Tract 552, Kings County, New York",,,,11.6,21.33977901,
36047055300,"Census Tract 553, Kings County, New York",,,,9.2,5.870445344,
36047055400,"Census Tract 554, Kings County, New York",,,,18.6,27.08719852,
36047055500,"Census Tract 555, Kings County, New York",,,,7.4,9.196455851,
36047055600,"Census Tract 556, Kings County, New York",,,,11.2,20.6185567,
36047055700,"Census Tract 557, Kings County, New York",,,,11.7,4.508196721,
36047055800,"Census Tract 558, Kings County, New York",,,,13.3,20.59471366,
36047056000,"Census Tract 560, Kings County, New York",,,,13.9,21.04885057,
36047056100,"Census Tract 561, Kings County, New York",,,,9.2,9.136109385,
36047056200,"Census Tract 562, Kings County, New York",,,,5.6,1.098901099,
36047056300,"Census Tract 563, Kings County, New York",,,,15.5,23.48178138,
36047056400,"Census Tract 564, Kings County, New York",,,,8,5.735140772,
36047056500,"Census Tract 565, Kings County, New York",,,,9.7,7.763157895,
36047056600,"Census Tract 566, Kings County, New York",,,,10.5,21.98795181,
36047056800,"Census Tract 568, Kings County, New York",,,,9.1,11.38790036,
36047056900,"Census Tract 569, Kings County, New York",,,,10.2,4.291287386,
36047057000,"Census Tract 570, Kings County, New York",,,,9.2,10.77250177,
36047057100,"Census Tract 571, Kings County, New York",,,,11.6,12.30684327,
36047057200,"Census Tract 572, Kings County, New York",,,,23.1,60.98090278,
36047057300,"Census Tract 573, Kings County, New York",,,,11.8,6.578947368,
36047057400,"Census Tract 574, Kings County, New York",,,,8.3,14.76578411,
36047057500,"Census Tract 575, Kings County, New York",,,,13.2,7.044917258,
36047057600,"Census Tract 576, Kings County, New York",,,,9.1,14.15841584,
36047057800,"Census Tract 578, Kings County, New York",,,,14.7,27.08142726,
36047057900,"Census Tract 579, Kings County, New York",,,,16.1,15.06276151,
36047058000,"Census Tract 580, Kings County, New York",,,,12.6,29.96197719,
36047058200,"Census Tract 582, Kings County, New York",,,,12.9,20.16376663,
36047058400,"Census Tract 584, Kings County, New York",,,,12.9,15.23272214,
36047058600,"Census Tract 586, Kings County, New York",,,,9.9,28.58926342,
36047058800,"Census Tract 588, Kings County, New York",,,,10.7,12.35714286,
36047058900,"Census Tract 589, Kings County, New York",,,,10.1,4.036458333,
36047059000,"Census Tract 590, Kings County, New York",,,,14.5,30.3514377,
36047059100,"Census Tract 591, Kings County, New York",,,,9.9,6.377277599,
36047059200,"Census Tract 592, Kings County, New York",,,,10.9,28.10111699,
36047059300,"Census Tract 593, Kings County, New York",,,,13,7.631874299,
36047059401,"Census Tract 594.01, Kings County, New York",,,,12.7,15.27044855,
36047059402,"Census Tract 594.02, Kings County, New York",,,,8.6,19.16948334,
36047059600,"Census Tract 596, Kings County, New York",,,,11.4,17.60624458,
36047059800,"Census Tract 598, Kings County, New York",,,,14.9,17.85989222,
36047060000,"Census Tract 600, Kings County, New York",,,,10.9,13.91168425,
36047060600,"Census Tract 606, Kings County, New York",,,,15.7,19.40700809,
36047060800,"Census Tract 608, Kings County, New York",,,,15.2,11.61417323,
36047061002,"Census Tract 610.02, Kings County, New York",,,,12.2,13.97095643,
36047061003,"Census Tract 610.03, Kings County, New York",,,,15.9,42.38921002,
36047061004,"Census Tract 610.04, Kings County, New York",,,,19,47.45819398,
36047061200,"Census Tract 612, Kings County, New York",,,,6.2,15.80246914,
36047061600,"Census Tract 616, Kings County, New York",,,,15.3,5.708245243,
36047062000,"Census Tract 620, Kings County, New York",,,,9,6.676342525,
36047062200,"Census Tract 622, Kings County, New York",,,,13.6,11.73986486,
36047062600,"Census Tract 626, Kings County, New York",,,,11.5,17.95606495,
36047062800,"Census Tract 628, Kings County, New York",,,,11.7,5.85106383,
36047063200,"Census Tract 632, Kings County, New York",,,,14.6,12.78538813,
36047063600,"Census Tract 636, Kings County, New York",,,,9.2,8.242950108,
36047063800,"Census Tract 638, Kings County, New York",,,,7.3,3.377386197,
36047064000,"Census Tract 640, Kings County, New York",,,,3,10.21505376,
36047064200,"Census Tract 642, Kings County, New York",,,,14.6,21.80974478,
36047064400,"Census Tract 644, Kings County, New York",,,,4.5,14.50292398,
36047064600,"Census Tract 646, Kings County, New York",,,,7.1,2.852852853,
36047064800,"Census Tract 648, Kings County, New York",,,,6.6,6.570512821,
36047065000,"Census Tract 650, Kings County, New York",,,,15.1,17.1314741,
36047065200,"Census Tract 652, Kings County, New York",,,,4.6,12.85140562,
36047065400,"Census Tract 654, Kings County, New York",,,,9.4,2.010968921,
36047065600,"Census Tract 656, Kings County, New York",,,,5.2,4.92845787,
36047065800,"Census Tract 658, Kings County, New York",,,,6.8,8.701854494,
36047066000,"Census Tract 660, Kings County, New York",,,,5.2,8.913649025,
36047066200,"Census Tract 662, Kings County, New York",,,,9.8,3.354632588,
36047066600,"Census Tract 666, Kings County, New York",,,,15,,
36047067000,"Census Tract 670, Kings County, New York",,,,10.7,12.33569262,
36047067200,"Census Tract 672, Kings County, New York",,,,8.5,14.3776824,
36047067400,"Census Tract 674, Kings County, New York",,,,5.9,12.69565217,
36047067600,"Census Tract 676, Kings County, New York",,,,11.2,11.57323689,
36047067800,"Census Tract 678, Kings County, New York",,,,12,14.15525114,
36047068000,"Census Tract 680, Kings County, New York",,,,5.9,12.96875,
36047068200,"Census Tract 682, Kings County, New York",,,,6.6,5.819477435,
36047068600,"Census Tract 686, Kings County, New York",,,,10.3,18.5520362,
36047068800,"Census Tract 688, Kings County, New York",,,,5.1,5.488850772,
36047069000,"Census Tract 690, Kings County, New York",,,,10.4,8.095238095,
36047069200,"Census Tract 692, Kings County, New York",,,,6.7,8.902439024,
36047069601,"Census Tract 696.01, Kings County, New York",,,,13.2,7.522429262,
36047069602,"Census Tract 696.02, Kings County, New York",,,,7.6,8.951048951,
36047069800,"Census Tract 698, Kings County, New York",,,,3.3,11.01511879,
36047070000,"Census Tract 700, Kings County, New York",,,,10.2,8.121019108,
36047070201,"Census Tract 702.01, Kings County, New York",,,,5.8,5.499781755,
36047070202,"Census Tract 702.02, Kings County, New York",,,,14.2,0,
36047070203,"Census Tract 702.03, Kings County, New York",,,,15,,
36047070600,"Census Tract 706, Kings County, New York",,,,6.5,6.839378238,
36047072000,"Census Tract 720, Kings County, New York",,,,12.7,11.04387292,
36047072200,"Census Tract 722, Kings County, New York",,,,12.3,19.68911917,
36047072400,"Census Tract 724, Kings County, New York",,,,11.7,23.19508449,
36047072600,"Census Tract 726, Kings County, New York",,,,6,12.59484067,
36047072800,"Census Tract 728, Kings County, New York",,,,12.7,11.96581197,
36047073000,"Census Tract 730, Kings County, New York",,,,8,15.78947368,
36047073200,"Census Tract 732, Kings County, New York",,,,11.5,12.0754717,
36047073400,"Census Tract 734, Kings County, New York",,,,6.2,15.96491228,
36047073600,"Census Tract 736, Kings County, New York",,,,15.3,19.8011599,
36047073800,"Census Tract 738, Kings County, New York",,,,12.2,25.0862069,
36047074000,"Census Tract 740, Kings County, New York",,,,11.9,27.09313264,
36047074200,"Census Tract 742, Kings County, New York",,,,11.7,21.60087719,
36047074400,"Census Tract 744, Kings County, New York",,,,5.8,9.672386895,
36047074600,"Census Tract 746, Kings County, New York",,,,7,11.53846154,
36047074800,"Census Tract 748, Kings County, New York",,,,9.8,7.523510972,
36047075000,"Census Tract 750, Kings County, New York",,,,10.9,13.59906213,
36047075200,"Census Tract 752, Kings County, New York",,,,2.6,1.582278481,
36047075400,"Census Tract 754, Kings County, New York",,,,7.6,1.146788991,
36047075600,"Census Tract 756, Kings County, New York",,,,7.1,8.85341074,
36047075800,"Census Tract 758, Kings County, New York",,,,14.3,13.53996737,
36047076000,"Census Tract 760, Kings County, New York",,,,11.6,11.67608286,
36047076200,"Census Tract 762, Kings County, New York",,,,17.2,26.35264163,
36047076400,"Census Tract 764, Kings County, New York",,,,15.2,30.2407932,
36047076600,"Census Tract 766, Kings County, New York",,,,13.4,20.75718016,
36047076800,"Census Tract 768, Kings County, New York",,,,18.1,16.82242991,
36047077000,"Census Tract 770, Kings County, New York",,,,13.9,27.42090125,
36047077200,"Census Tract 772, Kings County, New York",,,,10.5,11.74089069,
36047077400,"Census Tract 774, Kings County, New York",,,,15.7,22.4522293,
36047077600,"Census Tract 776, Kings County, New York",,,,10.8,9.144196952,
36047078000,"Census Tract 780, Kings County, New York",,,,7.5,8.017492711,
36047078200,"Census Tract 782, Kings County, New York",,,,14,22.70011947,
36047078400,"Census Tract 784, Kings County, New York",,,,9.5,11.47540984,
36047078600,"Census Tract 786, Kings County, New York",,,,17.3,23.39400428,
36047078800,"Census Tract 788, Kings County, New York",,,,15.9,28.5475793,
36047079000,"Census Tract 790, Kings County, New York",,,,12.7,31.48250972,
36047079200,"Census Tract 792, Kings County, New York",,,,21,37.8313253,
36047079400,"Census Tract 794, Kings County, New York",,,,15.4,30.19197208,
36047079601,"Census Tract 796.01, Kings County, New York",,,,13.9,18.9429618,
36047079602,"Census Tract 796.02, Kings County, New York",,,,15.2,23.57586012,
36047079801,"Census Tract 798.01, Kings County, New York",,,,10.5,8.990536278,
36047079802,"Census Tract 798.02, Kings County, New York",,,,15.1,15.31494442,
36047080000,"Census Tract 800, Kings County, New York",,,,12.5,12.14285714,
36047080200,"Census Tract 802, Kings County, New York",,,,14.5,23.94578313,
36047080400,"Census Tract 804, Kings County, New York",,,,16,24.50229709,
36047080600,"Census Tract 806, Kings County, New York",,,,18.9,20.43096568,
36047080800,"Census Tract 808, Kings County, New York",,,,37.3,74.87309645,
36047081000,"Census Tract 810, Kings County, New York",,,,16.2,17.4301676,
36047081400,"Census Tract 814, Kings County, New York",,,,14.7,23.47826087,
36047081600,"Census Tract 816, Kings County, New York",,,,13.2,25.72347267,
36047081800,"Census Tract 818, Kings County, New York",,,,10.9,21.90416926,
36047082000,"Census Tract 820, Kings County, New York",,,,20.4,38.35106383,
36047082200,"Census Tract 822, Kings County, New York",,,,16,36.45425418,
36047082400,"Census Tract 824, Kings County, New York",,,,14.3,35.24590164,
36047082600,"Census Tract 826, Kings County, New York",,,,14.3,24.02862986,
36047082800,"Census Tract 828, Kings County, New York",,,,13.6,26.81318681,
36047083000,"Census Tract 830, Kings County, New York",,,,12.8,14.87314086,
36047083200,"Census Tract 832, Kings County, New York",,,,10.2,11.77304965,
36047083400,"Census Tract 834, Kings County, New York",,,,12.6,14.15270019,
36047083600,"Census Tract 836, Kings County, New York",,,,12,13.16872428,
36047083800,"Census Tract 838, Kings County, New York",,,,5.6,8.414634146,
36047084000,"Census Tract 840, Kings County, New York",,,,6.7,9.701492537,
36047084600,"Census Tract 846, Kings County, New York",,,,8.6,9.831460674,
36047084800,"Census Tract 848, Kings County, New York",,,,9.3,12.97577855,
36047085000,"Census Tract 850, Kings County, New York",,,,11.1,20.13274336,
36047085200,"Census Tract 852, Kings County, New York",,,,15,,
36047085400,"Census Tract 854, Kings County, New York",,,,11.3,21.2553495,
36047085600,"Census Tract 856, Kings County, New York",,,,14.6,16.29986245,
36047085800,"Census Tract 858, Kings County, New York",,,,9.5,13.71428571,
36047086000,"Census Tract 860, Kings County, New York",,,,11.6,18.99529042,
36047086200,"Census Tract 862, Kings County, New York",,,,17.4,15.52962298,
36047086400,"Census Tract 864, Kings County, New York",,,,10.2,18.78378378,
36047086600,"Census Tract 866, Kings County, New York",,,,10.6,18.86792453,
36047086800,"Census Tract 868, Kings County, New York",,,,13.1,17.50814332,
36047087000,"Census Tract 870, Kings County, New York",,,,18.2,23.77682403,
36047087200,"Census Tract 872, Kings County, New York",,,,15.4,8.310749774,
36047087401,"Census Tract 874.01, Kings County, New York",,,,25.2,30.02873563,
36047087600,"Census Tract 876, Kings County, New York",,,,14.6,21.10481586,
36047087800,"Census Tract 878, Kings County, New York",,,,18.1,20.26612078,
36047088000,"Census Tract 880, Kings County, New York",,,,11.1,15.00433651,
36047088200,"Census Tract 882, Kings County, New York",,,,13.3,19.86598345,
36047088400,"Census Tract 884, Kings County, New York",,,,19.2,33.24220886,
36047088600,"Census Tract 886, Kings County, New York",,,,26.6,34.32291667,
36047088800,"Census Tract 888, Kings County, New York",,,,12.7,22.97205181,
36047089000,"Census Tract 890, Kings County, New York",,,,20.3,30.91703057,
36047089200,"Census Tract 892, Kings County, New York",,,,29.1,49.04918033,
36047089400,"Census Tract 894, Kings County, New York",,,,24.2,39.12195122,
36047089600,"Census Tract 896, Kings County, New York",,,,24.9,36.38107417,
36047089800,"Census Tract 898, Kings County, New York",,,,21.4,33.69397218,
36047090000,"Census Tract 900, Kings County, New York",,,,26.2,51.45681582,
36047090200,"Census Tract 902, Kings County, New York",,,,22.1,39.11007026,
36047090600,"Census Tract 906, Kings County, New York",,,,36,76.43352237,
36047090800,"Census Tract 908, Kings County, New York",,,,45.2,66.83087028,
36047091000,"Census Tract 910, Kings County, New York",,,,41.2,64.681555,
36047091200,"Census Tract 912, Kings County, New York",,,,35.6,71.18644068,
36047091600,"Census Tract 916, Kings County, New York",,,,28.2,61.42414861,
36047091800,"Census Tract 918, Kings County, New York",,,,25.8,44.12635735,
36047092000,"Census Tract 920, Kings County, New York",,,,30.3,57.78546713,
36047092200,"Census Tract 922, Kings County, New York",,,,21.1,28.50644428,
36047092400,"Census Tract 924, Kings County, New York",,,,15.4,34.73053892,
36047092800,"Census Tract 928, Kings County, New York",,,,11.9,16.70802316,
36047093000,"Census Tract 930, Kings County, New York",,,,12.1,9.51417004,
36047093200,"Census Tract 932, Kings County, New York",,,,12.8,12.16216216,
36047093400,"Census Tract 934, Kings County, New York",,,,9.3,9.005235602,
36047093600,"Census Tract 936, Kings County, New York",,,,7.2,9.984152139,
36047093800,"Census Tract 938, Kings County, New York",,,,12.8,14.4432194,
36047094401,"Census Tract 944.01, Kings County, New York",,,,11,11.64965986,
36047094402,"Census Tract 944.02, Kings County, New York",,,,26.2,50.38402458,
36047094600,"Census Tract 946, Kings County, New York",,,,11.2,8.321964529,
36047095000,"Census Tract 950, Kings County, New York",,,,9.4,20.30456853,
36047095400,"Census Tract 954, Kings County, New York",,,,8.7,7.655502392,
36047095600,"Census Tract 956, Kings County, New York",,,,11.2,11.34020619,
36047095800,"Census Tract 958, Kings County, New York",,,,10.3,20.44334975,
36047096000,"Census Tract 960, Kings County, New York",,,,15,,
36047096200,"Census Tract 962, Kings County, New York",,,,10.1,16.69902913,
36047096400,"Census Tract 964, Kings County, New York",,,,8.5,14.67889908,
36047096600,"Census Tract 966, Kings County, New York",,,,8.4,8.030112923,
36047096800,"Census Tract 968, Kings County, New York",,,,9,11.24401914,
36047097000,"Census Tract 970, Kings County, New York",,,,11.9,8.877284595,
36047097400,"Census Tract 974, Kings County, New York",,,,16.4,14.56859972,
36047098200,"Census Tract 982, Kings County, New York",,,,30.3,45.10144928,
36047098400,"Census Tract 984, Kings County, New York",,,,8,6.493506494,
36047098600,"Census Tract 986, Kings County, New York",,,,12.6,16.52977413,
36047098800,"Census Tract 988, Kings County, New York",,,,12.7,12.38698011,
36047099000,"Census Tract 990, Kings County, New York",,,,13.8,17.32776618,
36047099200,"Census Tract 992, Kings County, New York",,,,10.9,21.51702786,
36047099400,"Census Tract 994, Kings County, New York",,,,7.3,9.278350515,
